"sample_id","AR_Spratt","AR_Hieronymus","AR_Full","AR_V7","Androgen_Response","Basal_Zhang","BRCA1_DDR","Homologous_Recomb","DNA_Repair","MMR","Chromatin_Remodel","Replication_Stress","CD8_Tcell","CD4_Tcell","Bcell","IFN_Gamma","Inflammatory","TGFbeta","Stromal","Luminal_A","Luminal_B","Basal","Neuroendocrine","EMT","Stemness","PI3K_AKT","MAPK","MYC","WNT","TP53_Loss","RB_Loss","Hypoxia","Glycolysis","OxPhos","Proliferation","Radiotherapy","Metastasis","PSA","Ki67"
"Sample_001",-0.925907961305351,-0.0748053669529389,0.92787609808168,0.7543120070007,1.02821553442459,0.860205710592527,1.5134764282594,0.307314596096403,0.773973204326072,1.41785511439089,0.631139182421522,1.63668582038654,-1.24513381552132,-0.404494616703387,-1.45151821965068,-0.687059851738485,-1.72030834957245,-1.76278573179613,-1.55792227303373,-1.48965179617891,-0.844382903378951,-1.04481126837537,-1.02257471113608,-0.777452179815057,-0.203651169119248,1.02235068619942,1.15947059040919,0.366240461544662,0.413920482404759,1.40333774847277,0.134196295887364,1.63411730262558,0.881036215696489,0.534156686104271,0.531540025878976,0.239611060871606,1.99844158455498,0.821701972324075,1.51732380602716
"Sample_002",0.184463568647545,-0.554634758468218,0.404672449329921,-0.255075006230496,-0.768757070268797,-0.423209663589392,-0.604116649811262,-1.19084235282367,-0.518096373061365,-1.17489135627121,-1.44404658533232,-0.574337779789807,0.14930796502881,0.615424877737181,-1.15098719760679,0.906416240661558,-0.305629612166971,0.576820704416326,-0.706296474153241,0.151413666463617,0.478112703695719,-0.0116506526623598,1.12922590705375,-0.0980700564775522,0.0967699680680028,-0.271689081947054,-0.117039754648518,0.37034755313184,-0.627236162776213,0.612473837605783,-0.250860053013304,0.158168834583245,0.926152184525015,0.454795955463883,0.79766964992639,-0.110602238811759,0.448529947964281,0.0637107653892054,0.721662446380358
"Sample_003",1.53407179677696,1.15485410918835,0.456853468556748,0.553812101433054,1.11032873543571,0.919458053710044,-1.2596568288521,-1.17378810795057,-1.33348060172276,-1.13066774152591,-1.37246545853669,-1.20785364666258,-0.103782328392695,-0.958625804002399,-0.706704245544808,-0.725232201772924,-2.30874399723109,-0.757545854895275,-0.315627380995128,-0.306389933642568,-0.863008523220269,-0.0742402470123901,-0.238153519800329,-2.73730808427301,-0.198124078218899,1.31853693252705,0.972885655923128,0.679151628075189,1.2057523815725,0.169784267732946,1.85885916919718,0.685656115379411,1.38937680808347,1.21088864982477,0.644763487879227,1.04332658610052,0.156110375009411,1.35215934445042,1.44265955095667
"Sample_004",0.0616890715737263,0.292764889396538,0.511282286266552,0.83490010641199,-0.249056440352502,-0.118019960041314,0.554298299800608,1.03028551060757,0.825072905205285,0.128439687988388,1.00700829348928,0.386143318751388,0.46547449640337,-0.50558907675563,-0.120971439905704,-0.772784379451892,-0.780792053838282,-0.78722334081996,0.978855838201613,-0.412976622289888,-0.629257567247485,-0.430356939291364,0.0552860966409828,0.778433440877636,-1.04371418075308,0.632636997282664,1.02907193534113,0.36142111044563,-0.639149097144011,-0.251275662032501,0.752822392856888,0.281600129326446,-0.109503355655453,0.275911577263327,1.63854899641863,0.374552282527451,-0.264212827350494,0.598526788192578,0.484466977497514
"Sample_005",-1.36416657127122,-0.779492436885413,-1.67288508882232,-2.40581259681482,-0.728547620531609,-1.23684888874185,-0.640016411342559,0.152609003980456,-0.449544111048249,-1.81589193427821,0.762789548693362,-1.56587992572335,1.45270252267069,3.06286231901786,2.46398811963741,1.48098129164765,2.3024649816812,2.67935415207961,0.7719514791367,0.861825074229246,1.1325832980287,0.462969933536015,1.60214362530666,0.0277148929399641,0.65756967914233,0.906526807712564,0.458789084968515,1.84089016797641,0.505302761964414,-0.118049262700765,-0.00571687717633129,-0.460078458912527,0.0755923940196461,-0.389079940456282,-0.166937838723613,0.0539211938237628,0.529044546742372,-1.78847638274516,0.356766491668259
"Sample_006",-0.398521789993094,-1.41552325495514,-0.19768634320864,0.234980959760881,-0.732659865328886,0.20953665489026,-1.88950217008088,-2.10931239571602,-1.54090845131191,-1.87021714733668,-1.35294978879222,-2.10939872046001,2.02311536972458,1.59438641681495,0.858289276507579,0.798188256563022,1.40256500448724,1.23170676624913,1.16740221045733,-0.705407614540044,-0.0122876163386653,-0.500650124190393,-0.229528224977508,-0.343633406182244,0.846971431207715,-1.51665333328819,-1.65423539190171,-2.26740896912337,-0.853351989211984,-1.15041033954066,-1.61243490980997,-0.0110674524797865,0.230966922749493,0.1854330252067,0.695141747209262,1.63949599470656,0.371769516925672,-0.242106322145214,-0.078621722247871
"Sample_007",-0.543153386712272,-0.588124371560005,-1.45947322284731,-1.48114497220837,-2.35302425257466,-0.800075359507388,-0.993650298477659,-0.834655087507381,-0.79140584609134,-1.63276250583022,-0.471009953660177,-0.313859859184818,0.515794614134613,1.03335129983106,1.10784519532313,2.62987456033138,1.33994644865518,1.82144265164138,0.212609283278501,1.89584944609339,1.42194567841599,1.32037009013676,0.736854383653701,1.34311892467431,1.48922591212075,-1.91250072852264,0.47734446865392,-0.581501061842498,-1.07543879217763,-1.20719628500094,0.0844338744582722,-1.04190164609607,-1.01163447919206,-0.989743249604727,-1.60910829998973,-1.38580282458817,-1.22947160428377,-1.57366365118812,-1.02670842110427
"Sample_008",0.792144020306834,-0.663487951773465,-0.670462946483483,-0.724405292261144,0.137072401039839,-0.484802679018905,-1.2660351863178,-0.473256511443545,-1.22814671963664,-1.00703300136219,-0.852451353973505,-1.00368420785716,1.22601856400333,1.60246857484775,0.870151215117652,2.001444807974,0.68471544083889,1.80598467910317,1.01766762158703,0.322474011202855,0.571416912652054,-0.0866770531122543,-0.0906349421541206,0.382600024473985,-0.254075417770537,-0.823746036630665,-0.273745386547876,0.743477729797464,-0.171341472782016,0.390396286728569,0.974444844962825,-3.62983646069028,-2.10323283374349,-1.76981677553671,-2.06792871722174,-1.64776950511523,-1.86873211677531,0.421414885606888,-2.13261013731161
"Sample_009",-0.315818813258279,-0.881696235057087,-1.76983531558036,-1.44563282055984,-1.2619879611216,-0.281829533381035,-0.676542494661948,0.0374248811077625,-0.455332884108602,0.232909900990769,0.128115331609776,-0.76088404049712,1.4688950378411,1.88332364999922,1.19930681731127,1.24556323682871,0.268473676282363,1.36302893282504,1.05379966003005,0.609989518493444,-0.0731899706337236,1.36349333302214,0.907550551902929,0.57034198810556,0.508609576504813,0.277001796288434,1.47624814683081,0.189252918647146,1.08052939306649,0.552539595188086,0.213190993581675,-0.24772397974119,-0.920039359519118,-0.671921351544668,-0.504669218837218,0.279085142789698,0.113476216871258,-0.64832448043833,0.610470755601759
"Sample_010",0.269607926130132,0.301005505691169,0.997181882027162,-0.119786052490092,-0.676953137274981,0.254164386256891,-1.61243779081278,-1.58627122889768,-1.99354609347638,-1.91374220697029,-1.60295923660029,-1.79455085345714,-0.893036351089094,-0.825397578058865,-0.285394858250751,0.169556217246804,-1.30239012955945,-0.904247479366437,-0.868559268905623,1.02895712557379,0.244284491921712,0.260216265561414,1.10687788704016,0.801270949556531,0.29812362760452,-0.628205926956091,-1.15270997431744,-0.719855002165577,-1.11653938217164,-0.832081847048572,-0.953403096690143,0.188509746444935,-0.311590318159141,0.409877322526921,-0.548505693507844,-0.661060794518195,-0.181643666302284,-0.720681957037653,-0.563004348481257
